#separator	\x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	dhcp
#open	2014-04-01-17-26-06
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	mac	assigned_ip	lease_time	trans_id
#types	time	string	addr	port	addr	port	string	addr	interval	count
1408530859.164645	CYHMIIdMaPsdVhLPk	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408529365.415202	CQ2l5u1WOYBcsg1oC6	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408528013.055193	CwnxKDfBM4FWhoHbl	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408526233.534107	Cvfo2S3KAt6VNy5qz	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408524614.859927	CV54dk4H9euFSujKCk	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408522996.850332	CN89Nd1HSGAFHdX3Yc	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408521387.031426	CCgD2Y3U73Q4ZwqM91	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408519815.017441	CPAIFg114wIQNsffF7	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408518096.921690	C5O8ps4U8KMhsN1ek3	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408516609.900840	C7Oa6mR9G5PAP5M3h	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408515248.194333	C5WXGW3gFwow2iXiXb	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408513844.509052	C10bR3IZ6RmmEsaH2	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408512225.309731	CBw1yj2FCH2x49oYr8	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408510629.316039	CkITde2CxjYDGt8XNe	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408508996.683740	CXKlyn2ifY0y77xuZi	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408507274.510789	Cibjfd1fXYv9pvHrC2	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408505720.615389	CRsMGN2yksZdKwo1D6	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408503952.925487	C9dMvplvbFFg6NLT	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408502330.058636	Cwg9vA1lBwiN3zPDfb	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408500736.098932	Ci4GZt4yWJ3jNphcQ2	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408497697.191098	CxgFRJ3B8Skgw2ife2	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408496002.620877	Cf001k4WxLZ54TsPBk	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408494573.705711	CAPBai1l0pacMZpcEc	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408491620.110652	C1dOJS3zwiNsWeOHah	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408490149.098731	Cs7nZg13eULdoQCOG7	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408488183.722069	CjUuPt8S28gxihbhb	10.229.223.213	68	10.229.223.193	67	0e:54:7d:a9:81:62	10.229.223.213	3600.000000	675165233
1408486586.045078	C3IU7yMybBmfudQQe	10.229.223.213	68	10.229.223.193	67	0e:54:7d:a9:81:62	10.229.223.213	3600.000000	675165233
1408485355.614092	C99bx82wq69c9ig0i3	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408483631.636976	CKVSCD4zniPmGkasod	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408481874.134799	Ci2hKif89lFK6As2	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408480234.505721	Ckq9Eo2EdaebCOHSt7	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408478730.800666	CtY2IP3kLGpXiA4lo	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408477211.055480	CiBAJc1wumeY2YGoIc	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408475821.971509	C9epWQ254azQ5gl1Df	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408474234.986686	CwRYl14wGbniKwqFNb	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408470986.378781	C5XP163ewgUCh8u0Ja	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408469247.358977	CeA3z2ODnyfnok1B2	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408467868.636393	CsJjLN3xNo3Re0hDg2	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408466091.347471	CL52Gb4TpG2qcC9QPf	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408464618.978225	C88OnWALcjTXwBoA9	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408463211.405067	CJB8pg4DUSC453G4f5	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408461583.940611	CTo1QH1rPJbKE3nra	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408459922.515888	CREeXf3l2cQJFjVsVe	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408458311.955904	CBecBXaxTt6CWpzt3	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408456954.025272	CpuQaz2dtx9EWDQaWh	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408455385.833373	CwXcpw2IdKI5EUp0U7	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408453909.554446	CJtrX62ALoPfVysOie	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408452339.755697	CVpvBm1eup513rktq7	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408450562.954814	Cl7NHN3sTzhVbrLlai	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408449065.124723	CPobid3KZ7ru6cJUua	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408447583.206666	CLlHZX15AdMZBeebC8	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408446139.806729	C11ae84DlMh9TGifMl	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408444344.910751	CisDYmfYXcdml0TH	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408442760.074633	CIRyOd1ezyS1IYxr88	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408440991.902682	C62LMf8xLtpr0Pfx1	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408439545.373277	C5DsGb1vOYCNN2eOp2	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408437767.519324	CujYEa3rxWOHwksXna	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408436322.660555	Ck4eJx4VnBVvJZ1nAj	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408434652.646605	CeAC8Y5gRv2NRP0w3	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408432987.951556	CmitsF2akzBqmejrS5	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408431373.920803	CJfh5K3CklL5CMnoTh	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408429996.627848	Cz7xQivGu3kwiSEH5	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408428511.324177	Cevda630xWD7dQbxCl	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408426861.914774	CjIReC2ZRgEKmGohP7	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408425348.649099	CoJNbJ2ALcw6AdP9ah	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408423916.717418	CaWXp24O5PpXqa70xg	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408422288.961981	CtoKad3jsCUFN4ULdb	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408420859.614708	CN9THz1t3Kyc0lPjjb	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408419484.191585	CvZsKu425nzw8kqZL2	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408417763.303346	CIANWg1RyZU3Y7cCG7	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408416340.678870	CeSDvQ3orKWDDiiVGh	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408414642.671477	CLINdjaQzTurf3N61	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408413156.528242	COOK34LAVbt0aV2I2	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408411571.796161	C6Eac96RiGcoNi1J1	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408409904.496671	CLZsRB2tdX8vwCZIP7	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
1408408109.498636	CSWmM538gZ1ltw70xf	10.229.223.211	68	10.229.223.193	67	0e:07:50:8c:9c:9b	10.229.223.211	3600.000000	1635707481
